dataset,category,synthetic,gpu_name,cuda_version,cuda_visible_devices,warmup_iters,timed_iters,cold_iters,M,K,nnz,N,avg_nnz_per_row,cv_d,max_nnz_per_row,kernel,ms_warm,preprocess_ms,cold_exec_ms,ms_cold,ms_cusparse_warm,ms_cusparse_cold,ms_csr_direct_warm,ms_csr_direct_cold,speedup_vs_cusparse_warm,speedup_vs_cusparse_cold,speedup_vs_csr_direct_warm,speedup_vs_csr_direct_cold,correct,soft_fail,hard_fail,max_error,tolerance,error
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,ZERO_OVERHEAD_CSR,9.011195,1.661129,9.037776,10.698905,9.957253,11.422309,9.075871,9.094656,1.104987,1.067615,1.007177,0.850055,True,False,False,8.58306884765625e-06,0.007745966692414835,
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,TC_DIRECT,9.538145,121.605944,9.619558,131.225502,9.957253,11.422309,9.075871,9.094656,1.04394,0.087043,0.951534,0.069306,True,False,False,8.58306884765625e-06,0.07745966692414835,
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,COMMUNITY_TC,9.569372,387.751309,9.657856,397.409165,9.957253,11.422309,9.075871,9.094656,1.040534,0.028742,0.948429,0.022885,True,False,False,8.58306884765625e-06,0.07745966692414835,
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,SEGMENT_HYBRID,10.462736,7.834941,10.532285,18.367226,9.957253,11.422309,9.075871,9.094656,0.951687,0.621885,0.867447,0.495157,True,False,False,5.7220458984375e-06,0.07745966692414835,
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,CUSPARSE,9.957253,1.458447,9.963862,11.422309,9.957253,11.422309,9.075871,9.094656,1.0,1.0,0.911483,0.796219,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,CSR_DIRECT,1.766851,0.0,1.781555,1.781555,1.922053,3.145924,1.766851,1.781555,1.087841,1.76583,1.0,1.0,True,False,False,1.33514404296875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,RODE_ENHANCED,1.785948,3.652669,1.820822,5.473492,1.922053,3.145924,1.766851,1.781555,1.076209,0.574756,0.989307,0.325488,True,False,False,1.1444091796875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,ZERO_OVERHEAD_CSR,2.030382,1.71118,2.058186,3.769366,1.922053,3.145924,1.766851,1.781555,0.946646,0.834603,0.870206,0.472641,True,False,False,8.58306884765625e-06,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,TC_DIRECT,1.836237,95.737195,1.922867,97.660062,1.922053,3.145924,1.766851,1.781555,1.046735,0.032213,0.962213,0.018242,True,False,False,1.33514404296875e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,COMMUNITY_TC,1.840072,445.79981,1.922867,447.722678,1.922053,3.145924,1.766851,1.781555,1.044553,0.007027,0.960207,0.003979,True,False,False,1.33514404296875e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,SEGMENT_HYBRID,1.973038,10.19225,2.042899,12.235149,1.922053,3.145924,1.766851,1.781555,0.974159,0.257122,0.895497,0.14561,True,False,False,1.1444091796875e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,CUSPARSE,1.922053,1.216942,1.928982,3.145924,1.922053,3.145924,1.766851,1.781555,1.0,1.0,0.919252,0.566306,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,CSR_DIRECT,3.649029,0.0,3.66377,3.66377,4.004664,5.337018,3.649029,3.66377,1.09746,1.456701,1.0,1.0,True,False,False,1.33514404296875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,RODE_ENHANCED,3.698949,3.82681,3.749098,7.575907,4.004664,5.337018,3.649029,3.66377,1.082649,0.704472,0.986504,0.483608,True,False,False,1.1444091796875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,ZERO_OVERHEAD_CSR,3.909135,1.722019,3.946742,5.668761,4.004664,5.337018,3.649029,3.66377,1.024437,0.941479,0.933462,0.646309,True,False,False,9.5367431640625e-06,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,TC_DIRECT,3.773553,100.119559,3.858739,103.978298,4.004664,5.337018,3.649029,3.66377,1.061245,0.051328,0.967001,0.035236,True,False,False,1.33514404296875e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,COMMUNITY_TC,3.777065,483.370269,3.864883,487.235152,4.004664,5.337018,3.649029,3.66377,1.060258,0.010954,0.966102,0.00752,True,False,False,1.33514404296875e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,SEGMENT_HYBRID,4.011223,10.289503,4.08609,14.375593,4.004664,5.337018,3.649029,3.66377,0.998365,0.371256,0.909705,0.25486,True,False,False,1.1444091796875e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,CUSPARSE,4.004664,1.322426,4.014592,5.337018,4.004664,5.337018,3.649029,3.66377,1.0,1.0,0.911195,0.686483,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,CSR_DIRECT,7.469855,0.0,7.48544,7.48544,7.992965,9.35364,7.469855,7.48544,1.07003,1.249578,1.0,1.0,True,False,False,1.52587890625e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,RODE_ENHANCED,7.555876,3.693743,7.591635,11.285379,7.992965,9.35364,7.469855,7.48544,1.057848,0.828828,0.988615,0.663287,True,False,False,1.52587890625e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,ZERO_OVERHEAD_CSR,7.974482,1.730082,8.014566,9.744649,7.992965,9.35364,7.469855,7.48544,1.002318,0.959874,0.93672,0.768159,True,False,False,9.5367431640625e-06,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,TC_DIRECT,7.7455,99.889748,7.824589,107.714337,7.992965,9.35364,7.469855,7.48544,1.03195,0.086837,0.964412,0.069493,True,False,False,1.52587890625e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,COMMUNITY_TC,7.742669,522.65115,7.835648,530.486798,7.992965,9.35364,7.469855,7.48544,1.032327,0.017632,0.964765,0.014111,True,False,False,1.52587890625e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,SEGMENT_HYBRID,8.166799,10.627414,8.250077,18.877491,7.992965,9.35364,7.469855,7.48544,0.978715,0.495492,0.914661,0.396527,True,False,False,1.52587890625e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,CUSPARSE,7.992965,1.351387,8.002253,9.35364,7.992965,9.35364,7.469855,7.48544,1.0,1.0,0.934554,0.80027,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,CSR_DIRECT,15.07454,0.0,15.093043,15.093043,16.022022,17.560246,15.07454,15.093043,1.062853,1.163466,1.0,1.0,True,False,False,1.430511474609375e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,RODE_ENHANCED,15.254943,3.800312,15.296637,19.096949,16.022022,17.560246,15.07454,15.093043,1.050284,0.919531,0.988174,0.790338,True,False,False,1.33514404296875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,ZERO_OVERHEAD_CSR,16.076237,1.818005,16.137046,17.955051,16.022022,17.560246,15.07454,15.093043,0.996628,0.978011,0.937691,0.840602,True,False,False,1.1444091796875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,TC_DIRECT,15.578419,97.39595,15.663616,113.059566,16.022022,17.560246,15.07454,15.093043,1.028475,0.155319,0.967655,0.133496,True,False,False,1.430511474609375e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,COMMUNITY_TC,15.587764,510.070358,15.679488,525.749846,16.022022,17.560246,15.07454,15.093043,1.027859,0.0334,0.967075,0.028708,True,False,False,1.430511474609375e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,SEGMENT_HYBRID,16.471425,13.225864,16.609926,29.83579,16.022022,17.560246,15.07454,15.093043,0.972716,0.588563,0.915193,0.50587,True,False,False,1.33514404296875e-05,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,CUSPARSE,16.022022,1.529995,16.030251,17.560246,16.022022,17.560246,15.07454,15.093043,1.0,1.0,0.940864,0.859501,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,CSR_DIRECT,2.901105,0.0,2.915328,2.915328,3.065098,4.307436,2.901105,2.915328,1.056528,1.477513,1.0,1.0,True,False,False,2.09808349609375e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,RODE_ENHANCED,2.757591,4.770528,2.796515,7.567043,3.065098,4.307436,2.901105,2.915328,1.111513,0.569236,1.052043,0.385266,True,False,False,1.9073486328125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,ZERO_OVERHEAD_CSR,3.264108,1.798245,3.318621,5.116866,3.065098,4.307436,2.901105,2.915328,0.939031,0.841811,0.88879,0.569749,True,False,False,9.5367431640625e-06,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,TC_DIRECT,2.981483,148.028232,3.066778,151.09501,3.065098,4.307436,2.901105,2.915328,1.028045,0.028508,0.973041,0.019295,True,False,False,2.09808349609375e-05,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,COMMUNITY_TC,2.979348,909.12109,3.075072,912.196163,3.065098,4.307436,2.901105,2.915328,1.028781,0.004722,0.973738,0.003196,True,False,False,2.09808349609375e-05,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,SEGMENT_HYBRID,2.938675,13.006594,3.00736,16.013954,3.065098,4.307436,2.901105,2.915328,1.04302,0.26898,0.987215,0.182049,True,False,False,1.9073486328125e-05,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,CUSPARSE,3.065098,1.236255,3.071181,4.307436,3.065098,4.307436,2.901105,2.915328,1.0,1.0,0.946496,0.676813,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,CSR_DIRECT,5.985096,0.0,6.001869,6.001869,6.397717,7.667355,5.985096,6.001869,1.068941,1.277495,1.0,1.0,True,False,False,1.9073486328125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,RODE_ENHANCED,5.961682,4.894467,6.008666,10.903133,6.397717,7.667355,5.985096,6.001869,1.073139,0.703225,1.003927,0.550472,True,False,False,1.71661376953125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,ZERO_OVERHEAD_CSR,6.242166,1.739866,6.280307,8.020174,6.397717,7.667355,5.985096,6.001869,1.024919,0.956009,0.958817,0.748347,True,False,False,1.1444091796875e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,TC_DIRECT,6.135342,158.771181,6.222643,164.993824,6.397717,7.667355,5.985096,6.001869,1.042764,0.046471,0.975511,0.036376,True,False,False,1.9073486328125e-05,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,COMMUNITY_TC,6.140836,862.040006,6.228173,868.268179,6.397717,7.667355,5.985096,6.001869,1.041832,0.008831,0.974639,0.006912,True,False,False,1.9073486328125e-05,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,SEGMENT_HYBRID,6.252298,12.977262,6.331002,19.308263,6.397717,7.667355,5.985096,6.001869,1.023258,0.397102,0.957263,0.310845,True,False,False,1.71661376953125e-05,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,CUSPARSE,6.397717,1.262475,6.40488,7.667355,6.397717,7.667355,5.985096,6.001869,1.0,1.0,0.935505,0.782782,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,CSR_DIRECT,12.267279,0.0,12.284826,12.284826,12.727814,14.102743,12.267279,12.284826,1.037542,1.147981,1.0,1.0,True,False,False,2.288818359375e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,RODE_ENHANCED,12.260598,4.903892,12.310864,17.214756,12.727814,14.102743,12.267279,12.284826,1.038107,0.819224,1.000545,0.713622,True,False,False,1.9073486328125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,ZERO_OVERHEAD_CSR,12.802222,1.820483,12.85815,14.678634,12.727814,14.102743,12.267279,12.284826,0.994188,0.960767,0.958215,0.836919,True,False,False,1.33514404296875e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,TC_DIRECT,12.591637,166.651572,12.676198,179.32777,12.727814,14.102743,12.267279,12.284826,1.010815,0.078642,0.97424,0.068505,True,False,False,2.288818359375e-05,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,COMMUNITY_TC,12.59457,843.952252,12.681625,856.633878,12.727814,14.102743,12.267279,12.284826,1.010579,0.016463,0.974013,0.014341,True,False,False,2.288818359375e-05,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,SEGMENT_HYBRID,12.843295,13.342509,12.929722,26.272231,12.727814,14.102743,12.267279,12.284826,0.991008,0.536793,0.95515,0.467597,True,False,False,1.9073486328125e-05,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,CUSPARSE,12.727814,1.36615,12.736592,14.102743,12.727814,14.102743,12.267279,12.284826,1.0,1.0,0.963817,0.871095,True,False,False,0.0,0.0,
