dataset,category,synthetic,gpu_name,cuda_version,cuda_visible_devices,warmup_iters,timed_iters,cold_iters,M,K,nnz,N,avg_nnz_per_row,cv_d,max_nnz_per_row,kernel,ms_warm,preprocess_ms,cold_exec_ms,ms_cold,ms_cusparse_warm,ms_cusparse_cold,ms_csr_direct_warm,ms_csr_direct_cold,speedup_vs_cusparse_warm,speedup_vs_cusparse_cold,speedup_vs_csr_direct_warm,speedup_vs_csr_direct_cold,correct,soft_fail,hard_fail,max_error,tolerance,error
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,ZERO_OVERHEAD_CSR,8.976435,1.993851,9.014307,11.008158,9.956024,11.450767,8.998999,9.022157,1.109129,1.040207,1.002514,0.819588,True,False,False,8.58306884765625e-06,0.007745966692414835,
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,TC_DIRECT,5.626168,82.814814,5.884557,88.699371,9.956024,11.450767,8.998999,9.022157,1.769592,0.129096,1.59949,0.101716,True,False,False,0.007773399353027344,0.07745966692414835,
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,COMMUNITY_TC,5.879424,114.220804,5.975498,120.196302,9.956024,11.450767,8.998999,9.022157,1.693367,0.095267,1.530592,0.075062,True,False,False,0.007773280143737793,0.07745966692414835,
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,SEGMENT_HYBRID,6.081183,78.338489,6.169446,84.507935,9.956024,11.450767,8.998999,9.022157,1.637185,0.135499,1.479811,0.106761,True,False,False,0.007773399353027344,0.07745966692414835,
synth_sparse_skewed_cv1p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,3622709,512,18.113545,0.929948,60,CUSPARSE,9.956024,1.488168,9.962599,11.450767,9.956024,11.450767,8.998999,9.022157,1.0,1.0,0.903875,0.787909,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,CSR_DIRECT,1.7741,0.0,1.788211,1.788211,1.921966,3.165271,1.7741,1.788211,1.083347,1.770077,1.0,1.0,True,False,False,1.33514404296875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,RODE_ENHANCED,1.78583,3.656243,1.828838,5.485081,1.921966,3.165271,1.7741,1.788211,1.076231,0.577069,0.993432,0.326014,True,False,False,1.1444091796875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,ZERO_OVERHEAD_CSR,1.823718,2.217054,1.845728,4.062782,1.921966,3.165271,1.7741,1.788211,1.053872,0.77909,0.972793,0.440145,True,False,False,1.33514404296875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,TC_DIRECT,1.061919,123.770143,1.329478,125.099621,1.921966,3.165271,1.7741,1.788211,1.809899,0.025302,1.670656,0.014294,True,False,False,0.008527278900146484,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,COMMUNITY_TC,1.072343,170.40223,1.354458,171.756688,1.921966,3.165271,1.7741,1.788211,1.792305,0.018429,1.654415,0.010411,True,False,False,0.008529186248779297,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,SEGMENT_HYBRID,1.125519,137.009593,1.357926,138.367519,1.921966,3.165271,1.7741,1.788211,1.707626,0.022876,1.576251,0.012924,True,False,False,0.008527278900146484,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,64,30.83242,0.932635,100,CUSPARSE,1.921966,1.23585,1.929421,3.165271,1.921966,3.165271,1.7741,1.788211,1.0,1.0,0.923065,0.564947,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,CSR_DIRECT,3.635236,0.0,3.652506,3.652506,4.004541,5.332221,3.635236,3.652506,1.101591,1.45988,1.0,1.0,True,False,False,1.33514404296875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,RODE_ENHANCED,3.698944,3.523155,3.729229,7.252384,4.004541,5.332221,3.635236,3.652506,1.082617,0.735237,0.982777,0.503628,True,False,False,1.1444091796875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,ZERO_OVERHEAD_CSR,3.641006,2.228516,3.669578,5.898093,4.004541,5.332221,3.635236,3.652506,1.099845,0.904058,0.998415,0.619269,True,False,False,1.33514404296875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,TC_DIRECT,2.140539,130.113601,2.398083,132.511684,4.004541,5.332221,3.635236,3.652506,1.87081,0.04024,1.698281,0.027564,True,False,False,0.009148359298706055,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,COMMUNITY_TC,2.162386,153.29638,2.365706,155.662086,4.004541,5.332221,3.635236,3.652506,1.851909,0.034255,1.681123,0.023464,True,False,False,0.009148359298706055,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,SEGMENT_HYBRID,2.261268,126.108699,2.461901,128.570599,4.004541,5.332221,3.635236,3.652506,1.770927,0.041473,1.607609,0.028409,True,False,False,0.009148359298706055,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,128,30.83242,0.932635,100,CUSPARSE,4.004541,1.316336,4.015885,5.332221,4.004541,5.332221,3.635236,3.652506,1.0,1.0,0.907778,0.684988,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,CSR_DIRECT,7.415388,0.0,7.430758,7.430758,7.992894,9.33271,7.415388,7.430758,1.077879,1.255957,1.0,1.0,True,False,False,1.52587890625e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,RODE_ENHANCED,7.555891,3.768127,7.599181,11.367308,7.992894,9.33271,7.415388,7.430758,1.057836,0.821013,0.981405,0.653696,True,False,False,1.52587890625e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,ZERO_OVERHEAD_CSR,7.396193,2.248142,7.424822,9.672964,7.992894,9.33271,7.415388,7.430758,1.080677,0.964824,1.002595,0.768199,True,False,False,1.52587890625e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,TC_DIRECT,4.399396,124.760623,4.606016,129.366639,7.992894,9.33271,7.415388,7.430758,1.816816,0.072142,1.685547,0.05744,True,False,False,0.009328246116638184,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,COMMUNITY_TC,4.401444,152.937671,4.480762,157.418433,7.992894,9.33271,7.415388,7.430758,1.815971,0.059286,1.684763,0.047204,True,False,False,0.009328246116638184,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,SEGMENT_HYBRID,4.576573,122.843759,4.652134,127.495894,7.992894,9.33271,7.415388,7.430758,1.74648,0.0732,1.620293,0.058282,True,False,False,0.009328246116638184,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,256,30.83242,0.932635,100,CUSPARSE,7.992894,1.331396,8.001315,9.33271,7.992894,9.33271,7.415388,7.430758,1.0,1.0,0.927748,0.796206,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,CSR_DIRECT,14.949136,0.0,14.964224,14.964224,16.022497,17.533724,14.949136,14.964224,1.071801,1.17171,1.0,1.0,True,False,False,1.430511474609375e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,RODE_ENHANCED,15.254523,3.758815,15.296099,19.054914,16.022497,17.533724,14.949136,14.964224,1.050344,0.920168,0.979981,0.785321,True,False,False,1.33514404296875e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,ZERO_OVERHEAD_CSR,14.88983,2.268271,14.923056,17.191327,16.022497,17.533724,14.949136,14.964224,1.07607,1.019917,1.003983,0.870452,True,False,False,1.430511474609375e-05,0.01,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,TC_DIRECT,8.79572,125.058789,9.006944,134.065733,16.022497,17.533724,14.949136,14.964224,1.821624,0.130785,1.699592,0.111619,True,False,False,0.009718894958496094,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,COMMUNITY_TC,8.819225,144.852748,8.907206,153.759954,16.022497,17.533724,14.949136,14.964224,1.816769,0.114033,1.695062,0.097322,True,False,False,0.009719371795654297,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,SEGMENT_HYBRID,9.208719,122.935015,9.286246,132.221262,16.022497,17.533724,14.949136,14.964224,1.739927,0.132609,1.623367,0.113176,True,False,False,0.009718894958496094,0.1,
synth_sparse_skewed_cv2p0,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,6166484,512,30.83242,0.932635,100,CUSPARSE,16.022497,1.502185,16.03154,17.533724,16.022497,17.533724,14.949136,14.964224,1.0,1.0,0.933009,0.853454,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,CSR_DIRECT,2.915451,0.0,2.933862,2.933862,3.065897,4.307613,2.915451,2.933862,1.051603,1.46824,1.0,1.0,True,False,False,1.71661376953125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,RODE_ENHANCED,2.758359,4.293013,2.804794,7.097806,3.065897,4.307613,2.915451,2.933862,1.111493,0.606894,1.056951,0.413348,True,False,False,1.9073486328125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,ZERO_OVERHEAD_CSR,3.021814,2.578976,3.057171,5.636147,3.065897,4.307613,2.915451,2.933862,1.014588,0.764283,0.964802,0.520544,True,False,False,1.71661376953125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,TC_DIRECT,1.659003,205.541889,1.930362,207.47225,3.065897,4.307613,2.915451,2.933862,1.848036,0.020762,1.757351,0.014141,True,False,False,0.011101722717285156,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,COMMUNITY_TC,1.643034,246.891831,1.888486,248.780317,3.065897,4.307613,2.915451,2.933862,1.865998,0.017315,1.774432,0.011793,True,False,False,0.011099815368652344,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,SEGMENT_HYBRID,1.785789,212.064797,2.043165,214.107962,3.065897,4.307613,2.915451,2.933862,1.71683,0.020119,1.632584,0.013703,True,False,False,0.011099815368652344,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,64,51.53336,0.908696,160,CUSPARSE,3.065897,1.23544,3.072173,4.307613,3.065897,4.307613,2.915451,2.933862,1.0,1.0,0.950929,0.681088,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,CSR_DIRECT,5.970023,0.0,5.98569,5.98569,6.397707,7.698591,5.970023,5.98569,1.071639,1.286166,1.0,1.0,True,False,False,1.9073486328125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,RODE_ENHANCED,5.962578,4.050248,5.996819,10.047067,6.397707,7.698591,5.970023,5.98569,1.072977,0.766253,1.001249,0.595765,True,False,False,1.9073486328125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,ZERO_OVERHEAD_CSR,5.996534,2.447158,6.023936,8.471094,6.397707,7.698591,5.970023,5.98569,1.066901,0.908807,0.995579,0.706602,True,False,False,1.9073486328125e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,TC_DIRECT,3.360015,201.068127,3.614819,204.682946,6.397707,7.698591,5.970023,5.98569,1.904071,0.037612,1.776784,0.029244,True,False,False,0.010794758796691895,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,COMMUNITY_TC,3.323981,245.141079,3.502422,248.643501,6.397707,7.698591,5.970023,5.98569,1.924712,0.030962,1.796046,0.024073,True,False,False,0.010794997215270996,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,SEGMENT_HYBRID,3.611679,208.801282,3.774998,212.576281,6.397707,7.698591,5.970023,5.98569,1.771394,0.036216,1.652977,0.028158,True,False,False,0.010794758796691895,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,128,51.53336,0.908696,160,CUSPARSE,6.397707,1.291833,6.406758,7.698591,6.397707,7.698591,5.970023,5.98569,1.0,1.0,0.93315,0.777505,True,False,False,0.0,0.0,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,CSR_DIRECT,12.175426,0.0,12.192563,12.192563,12.727495,14.113296,12.175426,12.192563,1.045343,1.157533,1.0,1.0,True,False,False,2.288818359375e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,RODE_ENHANCED,12.260936,4.502567,12.316947,16.819515,12.727495,14.113296,12.175426,12.192563,1.038052,0.839102,0.993026,0.724906,True,False,False,2.09808349609375e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,ZERO_OVERHEAD_CSR,12.146504,2.556136,12.178822,14.734959,12.727495,14.113296,12.175426,12.192563,1.047832,0.95781,1.002381,0.827458,True,False,False,2.288818359375e-05,0.012649110640673518,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,TC_DIRECT,6.952192,202.905073,7.10913,210.014203,12.727495,14.113296,12.175426,12.192563,1.830717,0.067202,1.751308,0.058056,True,False,False,0.010876655578613281,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,COMMUNITY_TC,6.774277,231.100714,6.810966,237.91168,12.727495,14.113296,12.175426,12.192563,1.878797,0.059322,1.797303,0.051248,True,False,False,0.010877609252929688,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,SEGMENT_HYBRID,7.339971,206.100187,7.405376,213.505563,12.727495,14.113296,12.175426,12.192563,1.733998,0.066103,1.658784,0.057107,True,False,False,0.010876655578613281,0.12649110640673517,
synth_sparse_skewed_cv2p5,Sparse Skewed,True,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,200000,200000,10306672,256,51.53336,0.908696,160,CUSPARSE,12.727495,1.376681,12.736614,14.113296,12.727495,14.113296,12.175426,12.192563,1.0,1.0,0.956624,0.863906,True,False,False,0.0,0.0,
